Full Name,Gender,Date of Birth,Parliament Name,D I P S,E O P T
FirstNameMAU2010_67 LastNameMAU2010_67,Male,24.11.70,National Assembly of Mauritius,10.05.10 00:00,09.12.14 00:00
FirstNameMAU2010_68 LastNameMAU2010_68,Male,30.08.50,National Assembly of Mauritius,10.05.10 00:00,09.12.14 00:00
FirstNameMAU2010_69 LastNameMAU2010_69,Male,07.11.44,National Assembly of Mauritius,10.05.10 00:00,09.12.14 00:00
FirstNameMAU2010_70 LastNameMAU2010_70,Male,24.07.54,National Assembly of Mauritius,10.05.10 00:00,09.12.14 00:00
FirstNameSE2016_1 LastNameSE2016_1,Male,04.01.68,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_2 LastNameSE2016_2,Male,07.10.62,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_3 LastNameSE2016_3,Female,08.06.72,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_4 LastNameSE2016_4,Male,30.12.75,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_5 LastNameSE2016_5,Male,28.02.69,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_6 LastNameSE2016_6,Female,14.04.66,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_7 LastNameSE2016_7,Male,28.09.53,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_8 LastNameSE2016_8,Female,24.09.81,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_9 LastNameSE2016_9,Female,08.04.49,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_10 LastNameSE2016_10,Male,24.07.59,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_11 LastNameSE2016_11,Male,29.06.72,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_12 LastNameSE2016_12,Male,25.03.74,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_13 LastNameSE2016_13,Male,11.01.61,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_14 LastNameSE2016_14,Male,26.05.62,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_15 LastNameSE2016_15,Female,11.09.62,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_16 LastNameSE2016_16,Male,27.01.59,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_17 LastNameSE2016_17,Female,02.11.63,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_18 LastNameSE2016_18,Male,04.04.70,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_19 LastNameSE2016_19,Male,16.02.84,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_20 LastNameSE2016_20,Male,15.03.63,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_21 LastNameSE2016_21,Male,15.03.86,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_22 LastNameSE2016_22,Male,21.05.82,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_23 LastNameSE2016_23,Male,19.03.70,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_24 LastNameSE2016_24,Male,25.01.58,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_25 LastNameSE2016_25,Male,29.04.63,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_26 LastNameSE2016_26,Male,28.11.72,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_27 LastNameSE2016_27,Male,31.08.70,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_28 LastNameSE2016_28,Male,13.06.51,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_29 LastNameSE2016_29,Female,12.01.57,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_30 LastNameSE2016_30,Male,31.03.65,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_31 LastNameSE2016_31,Female,30.09.72,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_32 LastNameSE2016_32,Male,02.05.71,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2016_33 LastNameSE2016_33,Male,15.04.62,National Assembly of Seychelles,10.09.16 00:00,09.09.21 00:00
FirstNameSE2011_1 LastNameSE2011_1,Female,07.03.50,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_2 LastNameSE2011_2,Male,20.10.70,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_3 LastNameSE2011_3,Male,07.06.66,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_4 LastNameSE2011_4,Male,16.09.74,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_5 LastNameSE2011_5,Female,23.01.60,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_6 LastNameSE2011_6,Male,16.04.56,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_7 LastNameSE2011_7,Male,29.12.64,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_8 LastNameSE2011_8,Male,30.11.33,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_9 LastNameSE2011_9,Female,05.06.62,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_10 LastNameSE2011_10,Male,22.11.55,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_11 LastNameSE2011_11,Male,17.11.40,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_12 LastNameSE2011_12,Male,05.04.69,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_13 LastNameSE2011_13,Female,26.10.62,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_14 LastNameSE2011_14,Male,06.10.63,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_15 LastNameSE2011_15,Female,16.03.56,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_16 LastNameSE2011_16,Male,28.09.75,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_17 LastNameSE2011_17,Male,01.07.71,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_18 LastNameSE2011_18,Female,06.04.53,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_19 LastNameSE2011_19,Male,19.10.72,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_20 LastNameSE2011_20,Female,25.12.59,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_21 LastNameSE2011_21,Female,13.01.58,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_22 LastNameSE2011_22,Female,14.04.73,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_23 LastNameSE2011_23,Male,28.08.60,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_24 LastNameSE2011_24,Female,25.10.72,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_25 LastNameSE2011_25,Female,29.04.59,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_26 LastNameSE2011_26,Female,31.01.64,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_27 LastNameSE2011_27,Male,04.01.65,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_28 LastNameSE2011_28,Female,29.03.76,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_29 LastNameSE2011_29,Female,08.09.65,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_30 LastNameSE2011_30,Female,21.01.63,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_31 LastNameSE2011_31,Male,07.12.50,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_32 LastNameSE2011_32,Male,16.01.54,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameSE2011_33 LastNameSE2011_33,Male,16.08.49,National Assembly of Seychelles,01.10.11 00:00,09.12.16 00:00
FirstNameTA2015_1 LastNameTA20151,Male,01.08.55,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_2 LastNameTA20152,Male,14.01.60,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_3 LastNameTA20153,Male,21.04.69,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_4 LastNameTA20154,Male,02.04.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_5 LastNameTA20155,Male,13.05.60,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_6 LastNameTA20156,Female,18.08.83,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_7 LastNameTA20157,Male,24.09.61,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_8 LastNameTA20158,Male,18.05.64,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_9 LastNameTA20159,Male,25.12.65,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_10 LastNameTA201510,Male,04.12.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_11 LastNameTA201511,Male,30.08.71,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_12 LastNameTA201512,Female,02.02.60,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_13 LastNameTA201513,Male,02.03.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_14 LastNameTA201514,Male,17.04.77,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_15 LastNameTA201515,Male,26.08.64,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_16 LastNameTA201516,Male,18.01.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_17 LastNameTA201517,Male,18.05.78,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_18 LastNameTA201518,Male,01.02.73,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_19 LastNameTA201519,Male,25.12.64,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_20 LastNameTA201520,Female,26.03.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_21 LastNameTA201521,Female,02.08.79,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_22 LastNameTA201522,Female,16.03.76,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_23 LastNameTA201523,Male,17.04.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_24 LastNameTA201524,Male,05.04.82,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_25 LastNameTA201525,Male,01.09.51,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_26 LastNameTA201526,Female,15.07.60,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_27 LastNameTA201527,Male,22.08.52,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_28 LastNameTA201528,Female,06.05.71,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_29 LastNameTA201529,Male,12.12.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_30 LastNameTA201530,Male,19.04.79,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_31 LastNameTA201531,Male,10.12.67,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_32 LastNameTA201532,Male,05.02.72,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_33 LastNameTA201533,Female,02.03.83,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_34 LastNameTA201534,Female,11.07.84,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_35 LastNameTA201535,Male,11.04.82,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_36 LastNameTA201536,Male,05.11.62,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_37 LastNameTA201537,Male,21.10.41,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_38 LastNameTA201538,Male,31.03.86,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_39 LastNameTA201539,Female,30.11.78,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_40 LastNameTA201540,Male,15.01.76,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_41 LastNameTA201541,Female,27.05.81,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_42 LastNameTA201542,Male,11.02.82,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_43 LastNameTA201543,Male,20.06.73,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_44 LastNameTA201544,Male,18.05.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_45 LastNameTA201545,Female,16.05.69,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_46 LastNameTA201546,Male,27.03.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_47 LastNameTA201547,Female,27.06.67,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_48 LastNameTA201548,Male,04.05.61,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_49 LastNameTA201549,Male,23.10.59,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_50 LastNameTA201550,Female,22.08.42,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_51 LastNameTA201551,Female,10.03.62,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_52 LastNameTA201552,Male,27.01.55,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_53 LastNameTA201553,Female,13.03.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_54 LastNameTA201554,Male,16.12.66,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_55 LastNameTA201555,Male,05.03.67,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_56 LastNameTA201556,Male,23.04.57,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_57 LastNameTA201557,Male,06.05.54,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_58 LastNameTA201558,Female,26.10.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_59 LastNameTA201559,Male,12.06.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_60 LastNameTA201560,Male,23.10.57,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_61 LastNameTA201561,Male,29.11.71,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_62 LastNameTA201562,Female,03.11.47,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_63 LastNameTA201563,Male,24.04.72,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_64 LastNameTA201564,Male,27.03.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_65 LastNameTA201565,Male,20.03.71,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_66 LastNameTA201566,Female,27.12.58,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_67 LastNameTA201567,Female,30.08.65,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_68 LastNameTA201568,Female,27.12.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_69 LastNameTA201569,Male,29.10.65,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_70 LastNameTA201570,Male,27.10.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_71 LastNameTA201571,Female,14.05.64,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_72 LastNameTA201572,Female,21.12.68,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_73 LastNameTA201573,Male,13.11.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_74 LastNameTA201574,Female,26.08.74,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_75 LastNameTA201575,Male,29.11.58,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_76 LastNameTA201576,Female,15.06.67,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_77 LastNameTA201577,Male,18.10.66,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_78 LastNameTA201578,Female,29.11.80,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_79 LastNameTA201579,Male,28.03.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_80 LastNameTA201580,Female,30.05.60,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_81 LastNameTA201581,Male,11.05.65,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_82 LastNameTA201582,Male,26.03.83,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_83 LastNameTA201583,Female,31.01.66,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_84 LastNameTA201584,Male,02.08.74,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_85 LastNameTA201585,Male,18.08.74,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_86 LastNameTA201586,Female,16.03.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_87 LastNameTA201587,Male,09.05.83,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_88 LastNameTA201588,Female,12.10.67,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_89 LastNameTA201589,Male,10.06.55,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_90 LastNameTA201590,Male,07.09.66,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_91 LastNameTA201591,Male,07.04.67,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_92 LastNameTA201592,Male,25.10.72,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_93 LastNameTA201593,Male,05.03.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_94 LastNameTA201594,Female,09.11.79,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_95 LastNameTA201595,Male,05.12.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_96 LastNameTA201596,Male,14.02.59,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_97 LastNameTA201597,Male,21.06.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_98 LastNameTA201598,Male,21.04.79,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_99 LastNameTA201599,Male,12.08.61,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_100 LastNameTA2015100,Female,02.08.64,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_101 LastNameTA2015101,Male,16.04.66,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_102 LastNameTA2015102,Male,11.02.63,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_103 LastNameTA2015103,Female,15.10.79,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_104 LastNameTA2015104,Male,18.09.74,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_105 LastNameTA2015105,Female,01.12.71,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_106 LastNameTA2015106,Male,14.02.66,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_107 LastNameTA2015107,Female,12.06.76,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_108 LastNameTA2015108,Male,10.05.56,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_109 LastNameTA2015109,Male,12.01.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_110 LastNameTA2015110,Female,18.02.71,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_111 LastNameTA2015111,Male,20.10.70,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
FirstNameTA2015_112 LastNameTA2015112,Male,27.06.64,National Assembly of Tanzania,18.11.15 00:00,15.11.20 00:00
